iter	Logloss
324	0.3746454575
325	0.3744757538
326	0.3744136044
327	0.3743810441
328	0.3742625331
329	0.3741767063
330	0.374065345
331	0.3739927961
332	0.3739390963
333	0.3738593359
334	0.3738256923
335	0.3737420939
336	0.3735889489
337	0.373552984
338	0.3734642478
339	0.3733886347
340	0.3733137645
341	0.3732819161
342	0.3732142884
343	0.3731487034
344	0.3730481749
345	0.3729532176
346	0.3728146505
347	0.3726776928
348	0.3726139958
349	0.3725043059
350	0.3723398329
351	0.3723108319
352	0.3721841499
353	0.372047935
354	0.3720114439
355	0.3718955638
356	0.3717900831
357	0.3716837359
358	0.3716475852
359	0.3716015922
360	0.3715270934
361	0.3713611966
362	0.3713104062
363	0.3712953332
364	0.3711882121
365	0.3711534233
366	0.3710050447
367	0.3709979879
368	0.370933672
369	0.3708373528
370	0.3708015736
371	0.3707668776
372	0.3706961549
373	0.3706351197
374	0.3705137303
375	0.3704560998
376	0.370424406
377	0.3703543951
378	0.3702544237
379	0.3701985883
380	0.3701249562
381	0.3699970361
382	0.3698499266
383	0.3697749016
384	0.3696458054
385	0.3696182901
386	0.3695208257
387	0.3694917629
388	0.3694111358
389	0.3693343157
390	0.3692352109
391	0.3692214378
392	0.3690888751
393	0.3689573338
394	0.3688677619
395	0.3687307424
396	0.368613129
397	0.3685617195
398	0.3684783688
399	0.3684207073
400	0.3683589293
401	0.3683317544
402	0.3681942706
403	0.3681420255
404	0.3681364543
405	0.3681105175
406	0.3680422707
407	0.3679282477
408	0.3678333213
409	0.3676911019
410	0.3676846332
411	0.3676377736
412	0.3676326357
413	0.3676018086
414	0.3675141867
415	0.3675015277
416	0.3674151128
417	0.367402423
418	0.3673359405
419	0.367250516
420	0.3671642868
421	0.3671039945
422	0.3670511923
423	0.3670011756
424	0.366953697
425	0.3668669726
426	0.3668609062
427	0.3667979211
428	0.3667067708
429	0.3666812672
430	0.3666004235
431	0.3665132039
432	0.3664826244
433	0.3664020592
434	0.3663690346
435	0.3663380219
436	0.3663257344
437	0.3662467786
438	0.3661416075
439	0.366003257
440	0.3659133137
441	0.3658762346
442	0.3657829176
443	0.3657771917
444	0.3657492121
445	0.3657376984
446	0.3656278227
447	0.3655453695
448	0.3654892246
449	0.3653934007
450	0.3652815751
451	0.3651568121
452	0.3650712948
453	0.3650229495
454	0.3649813824
455	0.3649307468
456	0.3648508935
457	0.3647785922
458	0.3646558719
459	0.3646012436
460	0.3645961057
461	0.3645381657
462	0.3644981771
463	0.364447851
464	0.3642597315
465	0.3641778973
466	0.3640544342
467	0.36403184
468	0.3639446514
469	0.3638117173
470	0.3637828092
471	0.3637097651
472	0.3635408351
473	0.3634281429
474	0.3633817785
475	0.3633371164
476	0.3632288811
477	0.363203099
478	0.3631348832
479	0.3631139914
480	0.363071403
481	0.3630239862
482	0.3629292455
483	0.3628691079
484	0.3627171391
485	0.3627130226
486	0.3626828455
487	0.3625929641
488	0.3625807694
489	0.3625519542
490	0.3624764649
491	0.3624149346
492	0.3623424166
493	0.3622286102
494	0.3621163823
495	0.3620834196
496	0.3620084875
497	0.3619250439
498	0.3618227202
499	0.361757352
500	0.3616297724
501	0.3615847079
502	0.3614920409
503	0.3614238871
504	0.3613497906
505	0.3612648614
506	0.3612407197
507	0.3611608973
508	0.3611053095
509	0.3609860558
510	0.360894503
511	0.3608500575
512	0.3607976267
513	0.3607174949
514	0.3607129451
515	0.3606657759
516	0.3605790515
517	0.360512569
518	0.3604349752
519	0.3603819872
520	0.3602708116
521	0.3601381871
522	0.3599921917
523	0.359831278
524	0.35971156
525	0.3596476154
526	0.359589923
527	0.3595787807
528	0.3595594054
529	0.3594912515
530	0.3593887731
531	0.3593575127
532	0.3593223216
533	0.3592232787
534	0.3591775952
535	0.3591067796
536	0.3589805619
537	0.3588921042
538	0.3588339784
539	0.3587175412
540	0.3586742099
541	0.3586394521
542	0.3585619511
543	0.3584789408
544	0.3583935473
545	0.358260706
546	0.3581856811
547	0.3581414832
548	0.3581137822
549	0.3580008114
550	0.3579395905
551	0.3579204319
552	0.3578793601
553	0.3578421571
554	0.3577524305
555	0.3576656442
556	0.3575596993
557	0.3574356481
558	0.3573505641
559	0.3572842673
560	0.3572652944
561	0.3571907647
562	0.357154645
563	0.3571173492
564	0.3570782892
565	0.3570143137
566	0.3569642351
567	0.3569364722
568	0.3569080902
569	0.356884877
570	0.3568175898
571	0.3567291322
572	0.3566755252
573	0.3566291608
574	0.3565227516
575	0.3564920174
576	0.3564473243
577	0.3564130307
578	0.3563807489
579	0.3563028146
580	0.3562816751
581	0.3561837775
582	0.356139951
583	0.3560817324
584	0.3560498839
585	0.3560303849
586	0.3559499125
587	0.3559251828
588	0.3558477127
589	0.3557109407
590	0.3556468724
591	0.3556268781
592	0.3556054291
593	0.3555650073
594	0.3555003199
595	0.3554590314
596	0.3553998224
597	0.3553737617
598	0.3553702024
599	0.3552969107
600	0.3552252903
601	0.3551701358
602	0.3551232762
603	0.3550577841
604	0.3549883612
605	0.3549531391
606	0.3548718311
607	0.3547835282
608	0.354694823
609	0.354691016
610	0.3546479633
611	0.3545881662
612	0.3545847926
613	0.3545470015
614	0.3544815094
615	0.354457832
616	0.3544220528
617	0.3543572726
618	0.3543397234
619	0.3542077798
620	0.354157237
621	0.3541002254
622	0.3540216721
623	0.3539258791
624	0.3538535159
625	0.3538073062
626	0.3537848358
627	0.3537680605
628	0.3537508518
629	0.3537473234
630	0.3537192509
631	0.353681986
632	0.3535661678
633	0.3535296148
634	0.3534690749
635	0.3534107015
636	0.3533022186
637	0.3532196416
638	0.3531272532
639	0.3530166347
640	0.3530046258
641	0.35298556
642	0.3529632754
643	0.3529071305
644	0.3528733012
645	0.3528215513
646	0.3528184562
647	0.3527833579
648	0.3527269654
649	0.3527013071
650	0.35266918
651	0.3525636066
652	0.3524975264
653	0.3524594568
654	0.3523409149
655	0.3523004621
656	0.352297336
657	0.3522200517
658	0.3521998407
659	0.3521431078
660	0.3520579309
661	0.3520235135
662	0.3519750754
663	0.3518991219
664	0.3518282134
665	0.3517903605
666	0.3517023361
667	0.3516986839
668	0.3516483887
669	0.3515518219
670	0.3515267827
671	0.351507686
672	0.3514686879
673	0.351443989
674	0.3513733591
675	0.3513429963
676	0.3512612859
677	0.35122529
678	0.3512065648
679	0.3511511008
680	0.3510606004
681	0.3509716475
682	0.3508981701
683	0.3508365778
684	0.3508050079
685	0.3506621695
686	0.3506274736
687	0.3505984726
688	0.3505808616
689	0.3505067342
690	0.3504693145
691	0.3503962395
692	0.3503281166
693	0.3502942563
694	0.3501624365
695	0.3500920541
696	0.3500717194
697	0.3500172149
698	0.3499817142
699	0.3499181411
700	0.3498891091
701	0.3498251956
702	0.3497510372
703	0.3496232719
704	0.3495675913
705	0.349552023
706	0.3495119106
707	0.3494483066
708	0.3493291147
709	0.3493215317
710	0.3492642107
711	0.3492310313
712	0.3491795909
713	0.3491191748
714	0.349067394
715	0.3490567159
716	0.3489795244
717	0.3489484187
718	0.3489237509
719	0.3488143395
720	0.3487512616
721	0.3487481355
722	0.3487409549
723	0.3486623706
724	0.3486481641
725	0.3485636063
726	0.3484963191
727	0.3484384409
728	0.3484058187
729	0.3483834412
730	0.3483449073
731	0.3483409147
732	0.3483136469
733	0.3482844912
734	0.3482622375
735	0.3481978287
736	0.3481867173
737	0.3481136732
738	0.3480810819
739	0.3479677398
740	0.3479366651
741	0.3478618258
742	0.3478353319
743	0.3477792179
744	0.3477260443
745	0.3477036358
746	0.3476805464
747	0.3476548263
748	0.3475355415
749	0.3474930769
750	0.3474454744
751	0.3474424412
752	0.3473985838
753	0.3473878748
754	0.3473843774
755	0.3472877487
756	0.3472323776
757	0.3472160664
758	0.347199322
759	0.3471416605
760	0.3471014553
761	0.3469791374
762	0.3469616501
763	0.3469394274
764	0.346913181
765	0.3468541886
766	0.3468171404
767	0.3467513079
768	0.3467283113
769	0.3466941106
770	0.3466506556
771	0.3465680167
772	0.3464961487
773	0.346462598
774	0.3464226094
775	0.3463630908
776	0.3462839494
777	0.3462436514
778	0.3462141242
779	0.3461599292
780	0.346144268
781	0.3460950871
782	0.3460923015
783	0.3460264999
784	0.3459494941
785	0.3458654934
786	0.3458349448
787	0.3457634792
788	0.3457257811
789	0.3456254073
790	0.3455703766
791	0.3455318118
792	0.3454760693
793	0.3454465421
794	0.3453813595
795	0.3453644294
796	0.3453400711
797	0.3452449899
798	0.3451861213
799	0.3451672413
800	0.3451041634
801	0.3450726554
802	0.3450524444
803	0.3449456329
804	0.3449085537
805	0.3448735483
806	0.3448231912
807	0.3447881238
808	0.3447071872
809	0.3446092586
810	0.344594526
811	0.3445048303
812	0.3444895096
813	0.344380222
814	0.3443681512
815	0.3443094992
816	0.3442843362
817	0.3442715225
818	0.3441977975
819	0.3441366385
820	0.3440807103
821	0.3440626659
822	0.3439610851
823	0.3439136683
824	0.3439102947
825	0.3438490119
826	0.3438461025
827	0.3438020903
828	0.3437862435
829	0.3437375577
830	0.3437092996
831	0.3436843222
832	0.3436738299
833	0.3436551665
834	0.3436237823
835	0.3436022404
836	0.343577975
837	0.3435492525
838	0.3435187349
839	0.3434710396
840	0.3434157304
841	0.3433626187
842	0.3433384151
843	0.3433085784
844	0.3432742848
845	0.3432383818
846	0.3432058214
847	0.3431112355
848	0.3430278538
849	0.3429667877
850	0.3429125308
851	0.3428589548
852	0.3427864369
853	0.3427644617
854	0.3426863107
855	0.3426835252
856	0.3426575264
857	0.3426238209
858	0.3425584217
859	0.3425552647
860	0.3425284612
861	0.3424307183
862	0.3423810421
863	0.3423536815
864	0.3423505864
865	0.3422768305
866	0.3422388847
867	0.3421873514
868	0.3421575148
869	0.3421106551
870	0.3420395919
871	0.3419782472
872	0.3419755854
873	0.3418886134
874	0.3418381635
875	0.3417818948
876	0.3417076126
877	0.3416529534
878	0.3416243547
879	0.3415719549
880	0.3415213192
881	0.3414403517
882	0.341359477
883	0.3412531298
884	0.3412174743
885	0.3411451111
886	0.3411420161
887	0.3411011299
888	0.3410632151
889	0.3409982801
890	0.3408877235
891	0.3407753718
892	0.3407408925
893	0.3407264694
894	0.3406814049
895	0.3405817121
896	0.3404994446
897	0.3404720221
898	0.3403916736
899	0.3403655201
900	0.3403376334
901	0.340233267
902	0.3401972092
903	0.3401711176
904	0.3401302933
905	0.3401096491
906	0.3400699082
907	0.3400050351
908	0.3399623538
909	0.3399424833
910	0.3399049399
911	0.339901133
912	0.3398578636
913	0.3398551709
914	0.3398346814
915	0.3398057733
916	0.3397299126
917	0.339662842
918	0.3395593732
919	0.3394874433
920	0.3394665824
921	0.3394515403
922	0.33941768
923	0.3393892362
924	0.3393143041
925	0.3392773797
926	0.3392749036
927	0.3392403314
928	0.3391896339
929	0.3391873126
930	0.339128413
931	0.3391017333
932	0.3390745585
933	0.3390499216
934	0.3389839343
935	0.3389520858
936	0.3389332677
937	0.3388703445
938	0.338762883
939	0.3387394222
940	0.3386288966
941	0.3385948816
942	0.338553624
943	0.3385274086
944	0.3385247468
945	0.3384672401
946	0.338372159
947	0.338232199
948	0.338147734
949	0.3380396226
950	0.3380130048
951	0.3379625549
952	0.3378960414
953	0.3378667309
954	0.337742525
955	0.3376628574
956	0.3375907109
957	0.3375882967
958	0.3375549935
959	0.3375244141
960	0.3375052864
961	0.3374832494
962	0.3374202024
963	0.3373795639
964	0.3373273188
965	0.3372540271
966	0.3371831805
967	0.3371048438
968	0.3370231334
969	0.3369980632
970	0.336995649
971	0.3369757786
972	0.3369514821
973	0.3369229764
974	0.336867729
975	0.3367680981
976	0.3366740693
977	0.3366715313
978	0.3366013038
979	0.3365358736
980	0.3364704124
981	0.3364376045
982	0.336425936
983	0.3363753622
984	0.3363520872
985	0.3362863784
986	0.3362435424
987	0.3362205149
988	0.3362070823
989	0.3361770599
990	0.3361585203
991	0.3361392379
992	0.3361093393
993	0.336064832
994	0.3360210055
995	0.3359647368
996	0.3359474662
997	0.3359223031
998	0.3358639916
999	0.3358180605
